id,make,model,year,cylinders,engine_displacement,drive,fuel_type,fuel_cost,fuel_type1,transmission,vehicle_size_class,you_save_spend,annual_petroleum_consumption,fetch_date,fiyat
3190,Chevrolet,Beretta,1987,6,2.8,Front-Wheel Drive,Regular,2700,Regular Gasoline,Manual 5-spd,Compact Cars,-4000,14.8755,2024-11-13 00:04:23,80664.00
32231,Mazda,6,2013,6,3.7,Front-Wheel Drive,Regular,2550,Regular Gasoline,Automatic (S6),Midsize Cars,-3250,14.1671,2024-11-13 00:04:23,42867.00
32746,GMC,Terrain FWD,2013,6,3.6,Front-Wheel Drive,Regular,2700,Regular Gasoline,Automatic 6-spd,Small Sport Utility Vehicle 2WD,-4000,14.8755,2024-11-13 00:04:23,55073.00
34294,Chrysler,300,2014,6,3.6,Rear-Wheel Drive,Regular,2350,Regular Gasoline,Automatic 8-spd,Large Cars,-2250,12.9352,2024-11-13 00:04:23,52189.00
37369,Mercedes-Benz,AMG GLS63,2017,8,5.5,4-Wheel Drive,Premium,4800,Premium Gasoline,Automatic 7-spd,Standard Sport Utility Vehicle 4WD,-14500,21.2507,2024-11-12 23:34:21,83150.00
37890,BMW,320i,2017,4,2,Rear-Wheel Drive,Premium,2500,Premium Gasoline,Manual 6-spd,Compact Cars,-3000,11.0189,2024-11-12 23:34:21,41937.00
38424,Toyota,Highlander AWD,2017,6,3.5,All-Wheel Drive,Regular,2450,Regular Gasoline,Automatic (S8),Standard Sport Utility Vehicle 4WD,-2750,13.5232,2024-11-12 23:34:21,48586.00
39072,GMC,Canyon 2WD,2018,4,2.5,Rear-Wheel Drive,Regular,2450,Regular Gasoline,Manual 6-spd,Small Pickup Trucks 2WD,-2750,13.5232,2024-11-12 23:34:21,39777.00
4179,Toyota,Celica Convertible,1988,4,2,Front-Wheel Drive,Regular,2150,Regular Gasoline,Manual 5-spd,Minicompact Cars,-1250,11.9004,2024-11-12 23:34:21,42522.00
42410,Porsche,911 Carrera S,2020,6,3,Rear-Wheel Drive,Premium,3350,Premium Gasoline,Manual 7-spd,Minicompact Cars,-7250,14.8755,2024-11-12 23:34:21,70581.00
44455,Lexus,ES 350 F Sport,2022,6,3.5,Front-Wheel Drive,Regular,2150,Regular Gasoline,Automatic (S8),Midsize Cars,-1250,11.9004,2024-11-12 23:34:21,50009.00
46525,BMW,M440i xDrive Convertible,2024,6,3,All-Wheel Drive,Premium,2700,Premium Gasoline,Automatic (S8),Subcompact Cars,-4000,11.9004,2024-11-12 23:34:21,80947.00
46648,Ford,Mustang,2024,8,5,Rear-Wheel Drive,Regular,3000,Regular Gasoline,Automatic (S10),Subcompact Cars,-5500,16.5283,2024-11-12 23:34:21,77914.00
5252,Nissan,300ZX,1989,6,3,Rear-Wheel Drive,Regular,3000,Regular Gasoline,Automatic 4-spd,Two Seaters,-5500,16.5283,2024-11-12 23:34:21,48335.00
5256,Evans Automobiles,Series I,1989,8,5.7,Rear-Wheel Drive,Regular,2850,Regular Gasoline,Manual 5-spd,Two Seaters,-4750,15.6584,2024-11-12 23:34:21,72963.00
686,Mercury,Grand Marquis Wagon,1985,8,5,Rear-Wheel Drive,Regular,3150,Regular Gasoline,Automatic 4-spd,Midsize-Large Station Wagons,-6250,17.5006,2024-11-12 23:34:21,70558.00
7568,Nissan,Sentra,1991,4,2,Front-Wheel Drive,Regular,2250,Regular Gasoline,Manual 5-spd,Subcompact Cars,-1750,12.3962,2024-11-12 23:34:21,79766.00
7899,Volkswagen,Jetta,1991,4,1.8,Front-Wheel Drive,Regular,2150,Regular Gasoline,Manual 5-spd,Compact Cars,-1250,11.9004,2024-11-12 23:34:21,59641.00
8114,Nissan,Truck 2WD,1991,4,2.4,Rear-Wheel Drive,Regular,2700,Regular Gasoline,Automatic 4-spd,Small Pickup Trucks,-4000,14.8755,2024-11-12 23:34:21,67164.00
37413,Kia,Rio,2017,4,1.6,Front-Wheel Drive,Regular,1800,Regular Gasoline,Automatic (S6),Compact Cars,500,9.917,2024-11-12 23:34:21,48775.00
37688,Cadillac,Escalade 4WD,2017,8,6.2,4-Wheel Drive,Regular,3150,Regular Gasoline,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,-6250,17.5006,2024-11-12 23:34:21,71895.00
38340,Nissan,Juke,2017,4,1.6,Front-Wheel Drive,Premium,2300,Premium Gasoline,Automatic (AV-S7),Small Station Wagons,-2000,10.259,2024-11-12 23:34:21,39672.00
38555,MINI,Cooper S Countryman,2017,4,2,Front-Wheel Drive,Premium,2500,Premium Gasoline,Automatic (S8),Midsize Cars,-3000,11.0189,2024-11-12 23:34:21,78834.00
39188,Jeep,Grand Cherokee SRT 4WD,2018,8,6.4,All-Wheel Drive,Premium,4500,Premium Gasoline,Automatic 8-spd,Standard Sport Utility Vehicle 4WD,-13000,19.834,2024-11-12 23:34:21,73912.00
40875,Lexus,GS 350,2019,6,3.5,Rear-Wheel Drive,Premium,2950,Premium Gasoline,Automatic (S8),Midsize Cars,-5250,12.9352,2024-11-12 23:34:21,35491.00
41863,Chevrolet,Silverado Cab Chassis 4WD,2020,6,4.3,4-Wheel Drive,Regular,3600,Regular Gasoline,Automatic 6-spd,Special Purpose Vehicle 4WD,-8500,19.834,2024-11-12 23:34:21,50742.00
43071,Land Rover,Range Rover Velar,2021,8,5,All-Wheel Drive,Premium,3950,Premium Gasoline,Automatic (S8),Small Sport Utility Vehicle 4WD,-10250,17.5006,2024-11-12 23:34:21,41108.00
43537,Mercedes-Benz,AMG E63 S 4matic Plus,2021,8,4,4-Wheel Drive,Premium,3750,Premium Gasoline,Automatic 9-spd,Midsize Cars,-9250,16.5283,2024-11-12 23:34:21,41278.00
43678,Ford,Mustang Convertible,2021,8,5,Rear-Wheel Drive,Regular,3000,Regular Gasoline,Automatic (S10),Subcompact Cars,-5500,16.5283,2024-11-12 23:34:21,61380.00
46084,Porsche,911 GT3,2023,6,4,Rear-Wheel Drive,Premium,4200,Premium Gasoline,Manual 6-spd,Two Seaters,-11500,18.5944,2024-11-12 23:34:21,74438.00
2937,Ferrari,3.2 Mondial/Cabriolet,1987,8,3.2,Rear-Wheel Drive,Regular,4150,Regular Gasoline,Manual 5-spd,Minicompact Cars,-11250,22.8854,2024-11-12 23:34:21,65939.00
2985,Chevrolet,Chevette CS,1987,4,1.6,Rear-Wheel Drive,Regular,2250,Regular Gasoline,Automatic 3-spd,Subcompact Cars,-1750,12.3962,2024-11-12 23:34:21,36139.00
30513,GMC,Yukon 1500 Hybrid 2WD,2011,8,6,Rear-Wheel Drive,Regular,2550,Regular Gasoline,Automatic (variable gear ratios),Sport Utility Vehicle - 2WD,-3250,14.1671,2024-11-12 23:34:21,39065.00
31673,Mitsubishi,i-MiEV,2012,NULL,NULL,Rear-Wheel Drive,Electricity,700,Electricity,Automatic (A1),Subcompact Cars,6000,0.072,2024-11-12 23:34:21,47534.00
32038,Infiniti,G37 Coupe,2012,6,3.7,Rear-Wheel Drive,Premium,3550,Premium Gasoline,Manual 6-spd,Subcompact Cars,-8250,15.6584,2024-11-12 23:34:21,65702.00
32745,GMC,Terrain FWD,2013,4,2.4,Front-Wheel Drive,Regular,2050,Regular Gasoline,Automatic 6-spd,Small Sport Utility Vehicle 2WD,-750,11.4427,2024-11-12 23:34:21,75433.00
32870,MINI,John Cooper Works Roadster,2013,4,1.6,Front-Wheel Drive,Premium,2300,Premium Gasoline,Automatic (S6),Two Seaters,-2000,10.259,2024-11-12 23:34:21,75125.00
34060,Infiniti,Q50S Hybrid,2014,6,3.5,Rear-Wheel Drive,Premium,2250,Premium Gasoline,Automatic (S7),Compact Cars,-1750,9.917,2024-11-12 23:34:21,78650.00
3419,Oldsmobile,Cutlass Supreme,1987,6,3.8,Rear-Wheel Drive,Regular,2850,Regular Gasoline,Automatic 3-spd,Midsize Cars,-4750,15.6584,2024-11-12 23:34:21,65304.00
35014,Chevrolet,Malibu,2015,4,2.5,Front-Wheel Drive,Regular,1850,Regular Gasoline,Automatic (S6),Midsize Cars,250,10.259,2024-11-12 23:34:21,87323.00
35104,Hyundai,Elantra,2015,4,1.8,Front-Wheel Drive,Regular,1800,Regular Gasoline,Manual 6-spd,Midsize Cars,500,9.917,2024-11-12 23:34:21,87453.00
36621,Chevrolet,Suburban K1500 4WD,2016,8,5.3,4-Wheel Drive,Gasoline or E85,3000,Regular Gasoline,Automatic 6-spd,Standard Sport Utility Vehicle 4WD,-5500,16.5283,2024-11-12 23:34:21,60335.00
2146,Ford,LTD,1986,4,2.3,Rear-Wheel Drive,Regular,2700,Regular Gasoline,Automatic 3-spd,Midsize Cars,-4000,14.8755,2024-11-12 23:34:21,79810.00
46636,Toyota,GR Supra,2024,4,2,Rear-Wheel Drive,Premium,2500,Premium Gasoline,Automatic (S8),Two Seaters,-3000,11.0189,2024-11-12 23:34:21,81524.00
46861,Chevrolet,Blazer FWD,2024,4,2,Front-Wheel Drive,Regular,2150,Regular Gasoline,Automatic 9-spd,Small Sport Utility Vehicle 2WD,-1250,11.9004,2024-11-12 23:34:21,48483.00
4807,Mazda,B2200/B2600,1988,4,2.6,Rear-Wheel Drive,Regular,3000,Regular Gasoline,Automatic 4-spd,Small Pickup Trucks,-5500,16.5283,2024-11-12 23:34:21,59793.00
690,Pontiac,Parisienne Wagon,1985,8,5.7,Rear-Wheel Drive,Diesel,2700,Diesel,Automatic 4-spd,Midsize-Large Station Wagons,-4000,17.0093,2024-11-12 23:34:21,73156.00
7096,GMC,C2500 Sierra 2WD,1990,8,5,Rear-Wheel Drive,Regular,4150,Regular Gasoline,Automatic 3-spd,Standard Pickup Trucks,-11250,22.8854,2024-11-12 23:34:21,41991.00
7361,Daihatsu,Rocky 4WD,1990,4,1.6,4-Wheel or All-Wheel Drive,Regular,2550,Regular Gasoline,Manual 5-spd,Special Purpose Vehicles,-3250,14.1671,2024-11-12 23:34:21,48971.00
74,Chevrolet,Chevette,1985,4,1.6,Rear-Wheel Drive,Regular,2000,Regular Gasoline,Manual 4-spd,Subcompact Cars,-500,11.0189,2024-11-12 23:34:21,77237.00
7630,Hyundai,Excel,1991,4,1.5,Front-Wheel Drive,Regular,2050,Regular Gasoline,Automatic 4-spd,Subcompact Cars,-750,11.4427,2024-11-12 23:34:21,40280.00
865,Chevrolet,T10 (S10) Pickup 4WD,1985,6,2.8,4-Wheel or All-Wheel Drive,Regular,3000,Regular Gasoline,Automatic 4-spd,Standard Pickup Trucks,-5500,16.5283,2024-11-12 23:34:21,50973.00
3754,Jeep,Comanche 2WD,1987,4,2.5,Rear-Wheel Drive,Regular,2550,Regular Gasoline,Manual 4-spd,Standard Pickup Trucks,-3250,14.1671,2024-11-12 23:34:21,82321.00
37936,Cadillac,CT6,2017,4,2,Rear-Wheel Drive,Premium,2700,Premium Gasoline,Automatic (S8),Large Cars,-4000,11.9004,2024-11-12 23:34:21,71971.00
38241,Volkswagen,Beetle,2017,4,2,Front-Wheel Drive,Regular,2050,Regular Gasoline,Automatic (AM-S6),Compact Cars,-750,11.4427,2024-11-12 23:34:21,87663.00
38630,BMW,M6 Gran Coupe,2018,8,4.4,Rear-Wheel Drive,Premium,4200,Premium Gasoline,Automatic (AM-S7),Compact Cars,-11500,18.5944,2024-11-12 23:34:21,81335.00
38685,Chevrolet,Equinox FWD,2018,4,2,Front-Wheel Drive,Premium,2700,Premium Gasoline,Automatic 9-spd,Small Sport Utility Vehicle 2WD,-4000,11.9004,2024-11-12 23:34:21,79581.00
38726,Kia,Sorento AWD,2018,4,2,All-Wheel Drive,Regular,2450,Regular Gasoline,Automatic (S6),Small Sport Utility Vehicle 4WD,-2750,13.5232,2024-11-12 23:34:21,53221.00
39222,Mercedes-Benz,C300 Convertible,2018,4,2,Rear-Wheel Drive,Premium,2700,Premium Gasoline,Automatic 9-spd,Subcompact Cars,-4000,11.9004,2024-11-12 23:34:21,61223.00
4064,GMC,V15 Jimmy 4WD,1987,8,5.7,4-Wheel or All-Wheel Drive,Regular,4500,Regular Gasoline,Manual 4-spd,Special Purpose Vehicles,-13000,24.7925,2024-11-12 23:34:21,40065.00
41114,Ford,F150 4WD BASE PAYLOAD LT TIRE,2019,6,3,Part-time 4-Wheel Drive,Diesel,2550,Diesel,Automatic (S10),Standard Pickup Trucks 4WD,-3250,16.2361,2024-11-12 23:34:21,84991.00
42039,Mercedes-Benz,GLA250,2020,4,2,Front-Wheel Drive,Premium,2400,Premium Gasoline,Automatic (AM7),Small Sport Utility Vehicle 2WD,-2500,10.6254,2024-11-12 23:34:21,65627.00
43177,Maserati,Ghibli Trofeo,2021,8,3.8,Rear-Wheel Drive,Premium,4200,Premium Gasoline,Automatic 8-spd,Midsize Cars,-11500,18.5944,2024-11-12 23:34:21,52085.00
4408,Nissan,Sentra,1988,4,1.6,Front-Wheel Drive,Regular,1900,Regular Gasoline,Manual 5-spd,Compact Cars,0,10.6254,2024-11-12 23:34:21,80670.00
44440,Toyota,4Runner 4WD,2022,6,4,Part-time 4-Wheel Drive,Regular,3150,Regular Gasoline,Automatic (S5),Standard Sport Utility Vehicle 4WD,-6250,17.5006,2024-11-12 23:34:21,89822.00
45419,Hyundai,Sonata,2023,4,2.5,Front-Wheel Drive,Regular,1750,Regular Gasoline,Automatic (S8),Large Cars,750,9.5971,2024-11-12 23:34:21,61650.00
2853,Mitsubishi,Montero,1986,4,2.6,4-Wheel or All-Wheel Drive,Regular,3150,Regular Gasoline,Manual 5-spd,Special Purpose Vehicles,-6250,17.5006,2024-11-12 23:34:21,46486.00
31937,Saab,9-4X FWD,2012,6,3,Front-Wheel Drive,Regular,2700,Regular Gasoline,Automatic (S6),Sport Utility Vehicle - 2WD,-4000,14.8755,2024-11-12 23:34:21,46724.00
34921,Lamborghini,Huracan,2015,10,5.2,All-Wheel Drive,Premium,4200,Premium Gasoline,Automatic (AM-S7),Two Seaters,-11500,18.5944,2024-11-12 23:34:21,37091.00
36093,BMW,M5,2016,8,4.4,Rear-Wheel Drive,Premium,3950,Premium Gasoline,Manual 6-spd,Midsize Cars,-10250,17.5006,2024-11-12 23:34:21,82484.00
369,Pontiac,Sunbird,1985,4,1.8,Front-Wheel Drive,Premium,3200,Premium Gasoline,Manual 4-spd,Compact Cars,-6500,14.1671,2024-11-12 23:34:21,67465.00
37296,Audi,S8,2016,8,4,All-Wheel Drive,Premium,3750,Premium Gasoline,Automatic (S8),Midsize Cars,-9250,16.5283,2024-11-12 23:34:21,80939.00
1933,Toyota,Tercel,1986,4,1.5,Front-Wheel Drive,Regular,1850,Regular Gasoline,Manual 5-spd,Subcompact Cars,250,10.259,2024-11-12 23:34:21,74949.00
108,Dodge,Colt,1985,4,1.6,Front-Wheel Drive,Premium,2800,Premium Gasoline,Manual 5-spd,Subcompact Cars,-4500,12.3962,2024-11-12 23:34:21,87702.00
46532,Buick,Encore GX FWD,2024,3,1.3,Front-Wheel Drive,Regular,1800,Regular Gasoline,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,500,9.917,2024-11-12 23:34:21,44731.00
46783,Alfa Romeo,Giulia,2024,6,2.9,Rear-Wheel Drive,Premium,3350,Premium Gasoline,Automatic 8-spd,Midsize Cars,-7250,14.8755,2024-11-12 23:34:21,52153.00
47144,Audi,Q5 S line quattro,2024,4,2,All-Wheel Drive,Premium,2800,Premium Gasoline,Automatic (AM-S7),Small Sport Utility Vehicle 4WD,-4500,12.3962,2024-11-12 23:34:21,36190.00
6599,Subaru,XT,1990,4,1.8,Front-Wheel Drive,Regular,2450,Regular Gasoline,Automatic 4-spd,Subcompact Cars,-2750,13.5232,2024-11-12 23:34:21,66619.00
665,Plymouth,Reliant Wagon,1985,4,2.2,Front-Wheel Drive,Regular,2550,Regular Gasoline,Automatic 3-spd,Midsize-Large Station Wagons,-3250,14.1671,2024-11-12 23:34:21,46119.00
7981,Mercedes-Benz,350SDL Turbo,1991,6,3.5,Rear-Wheel Drive,Diesel,2700,Diesel,Automatic 4-spd,Midsize Cars,-4000,17.0093,2024-11-12 23:34:21,65517.00
8258,Chevrolet,K1500 Pickup 4WD,1991,8,5.7,4-Wheel or All-Wheel Drive,Regular,4150,Regular Gasoline,Manual 5-spd,Standard Pickup Trucks,-11250,22.8854,2024-11-12 23:34:21,37211.00
8403,Ford,Aerostar Wagon,1991,6,3,Rear-Wheel Drive,Regular,3150,Regular Gasoline,Automatic 4-spd,Vans,-6250,17.5006,2024-11-12 23:34:21,68297.00
30505,Chevrolet,Equinox FWD,2011,4,2.4,Front-Wheel Drive,Regular,2050,Regular Gasoline,Automatic 6-spd,Sport Utility Vehicle - 2WD,-750,11.4427,2024-11-12 23:34:21,59715.00
30546,Mitsubishi,Endeavor AWD,2011,6,3.8,All-Wheel Drive,Premium,3950,Premium Gasoline,Automatic (S4),Sport Utility Vehicle - 4WD,-10250,17.5006,2024-11-12 23:34:21,83743.00
30663,Lexus,GS 350,2011,6,3.5,Rear-Wheel Drive,Premium,3200,Premium Gasoline,Automatic (S6),Midsize Cars,-6500,14.1671,2024-11-12 23:34:21,45257.00
30995,Dodge,Challenger,2011,8,5.7,Rear-Wheel Drive,Midgrade,3250,Midgrade Gasoline,Automatic 5-spd,Compact Cars,-6750,15.6584,2024-11-12 23:34:21,61644.00
31603,Volvo,XC90 FWD,2012,6,3.2,Front-Wheel Drive,Regular,2850,Regular Gasoline,Automatic (S6),Sport Utility Vehicle - 2WD,-4750,15.6584,2024-11-12 23:34:21,73754.00
3245,Mercury,Topaz,1987,4,2.3,Front-Wheel Drive,Regular,2550,Regular Gasoline,Automatic 3-spd,Compact Cars,-3250,14.1671,2024-11-12 23:34:21,61578.00
33530,Kia,Optima Hybrid EX,2013,4,2.4,Front-Wheel Drive,Regular,1500,Regular Gasoline,Automatic (AM6),Midsize Cars,2000,8.26417,2024-11-12 23:34:21,63373.00
34418,Dodge,Durango RWD,2014,6,3.6,Rear-Wheel Drive,Gasoline or E85,2700,Regular Gasoline,Automatic 8-spd,Standard Sport Utility Vehicle 2WD,-4000,14.8755,2024-11-12 23:34:21,62717.00
34884,Nissan,Versa,2015,4,1.6,Front-Wheel Drive,Regular,1600,Regular Gasoline,Automatic (variable gear ratios),Compact Cars,1500,8.75029,2024-11-12 23:34:21,64101.00
35418,Audi,Q3,2015,4,2,Front-Wheel Drive,Premium,2950,Premium Gasoline,Automatic (S6),Compact Cars,-5250,12.9352,2024-11-12 23:34:21,37176.00
30516,GMC,Acadia FWD,2011,6,3.6,Front-Wheel Drive,Regular,2850,Regular Gasoline,Automatic 6-spd,Sport Utility Vehicle - 2WD,-4750,15.6584,2024-11-13 00:04:23,65614.00
32818,Infiniti,FX37 RWD,2013,6,3.7,Rear-Wheel Drive,Premium,3550,Premium Gasoline,Automatic (S7),Small Sport Utility Vehicle 2WD,-8250,15.6584,2024-11-13 00:04:23,67253.00
33727,Subaru,Outback AWD,2014,4,2.5,All-Wheel Drive,Regular,2250,Regular Gasoline,Manual 6-spd,Small Sport Utility Vehicle 4WD,-1750,12.3962,2024-11-13 00:04:23,46894.00
35118,Volvo,XC60 AWD,2015,5,2.5,All-Wheel Drive,Regular,2550,Regular Gasoline,Automatic (S6),Small Sport Utility Vehicle 4WD,-3250,14.1671,2024-11-12 23:34:21,63113.00
36267,Porsche,911 Carrera 4S Cabriolet,2016,6,3.8,4-Wheel Drive,Premium,3200,Premium Gasoline,Automatic (AM-S7),Minicompact Cars,-6500,14.1671,2024-11-12 23:34:21,69846.00
2121,Chrysler,LeBaron GTS,1986,4,2.2,Front-Wheel Drive,Regular,2050,Regular Gasoline,Manual 5-spd,Midsize Cars,-750,11.4427,2024-11-12 23:34:21,60838.00
2271,Renault,18i Sportwagon,1986,4,2.2,Front-Wheel Drive,Regular,2350,Regular Gasoline,Manual 5-spd,Small Station Wagons,-2250,12.9352,2024-11-12 23:34:21,70457.00
