id,make,model,year,cylinders,engine_displacement,drive,fuel_type,fuel_cost,fuel_type1,transmission,vehicle_size_class,you_save_spend,annual_petroleum_consumption,fetch_date,fiyat
46826,Chevrolet,Silverado Mud Terrain Tires 4WD,2024,8,6.2,4-Wheel Drive,Premium,4500,Premium Gasoline,Automatic 10-spd,Standard Pickup Trucks 4WD,-13000,19.834,2024-11-12 23:34:21,85768.00
47177,Audi,Q7 quattro,2024,4,2,All-Wheel Drive,Premium,3200,Premium Gasoline,Automatic (S8),Standard Sport Utility Vehicle 4WD,-6500,14.1671,2024-11-12 23:34:21,36421.00
5273,Maserati,Spyder,1989,6,2.8,Rear-Wheel Drive,Premium,4500,Premium Gasoline,Automatic 4-spd,Two Seaters,-13000,19.834,2024-11-12 23:34:21,78318.00
5634,Toyota,Camry,1989,4,2,Front-Wheel Drive,Regular,2150,Regular Gasoline,Automatic 4-spd,Compact Cars,-1250,11.9004,2024-11-12 23:34:21,81744.00
5703,Dodge,Dynasty,1989,4,2.5,Front-Wheel Drive,Regular,2450,Regular Gasoline,Automatic 3-spd,Midsize Cars,-2750,13.5232,2024-11-12 23:34:21,65037.00
7635,Isuzu,Impulse,1991,4,1.6,Front-Wheel Drive,Regular,2250,Regular Gasoline,Automatic 4-spd,Subcompact Cars,-1750,12.3962,2024-11-12 23:34:21,87982.00
8409,Ford,E150 Club Wagon,1991,8,5.8,Rear-Wheel Drive,Regular,4900,Regular Gasoline,Automatic 4-spd,Vans,-15000,27.0464,2024-11-12 23:34:21,86004.00
8681,Dodge,Stealth,1992,6,3,Front-Wheel Drive,Regular,3000,Regular Gasoline,Manual 5-spd,Subcompact Cars,-5500,16.5283,2024-11-12 23:34:21,43122.00
37420,Infiniti,Q50 AWD,2016,6,3,All-Wheel Drive,Premium,3050,Premium Gasoline,Automatic (S7),Midsize Cars,-5750,13.5232,2024-11-12 23:34:21,78518.00
37676,Cadillac,Escalade 2WD,2017,8,6.2,Rear-Wheel Drive,Regular,3150,Regular Gasoline,Automatic 8-spd,Standard Sport Utility Vehicle 2WD,-6250,17.5006,2024-11-12 23:34:21,86053.00
39065,Kia,Forte 5,2018,4,1.6,Front-Wheel Drive,Regular,2150,Regular Gasoline,Manual 6-spd,Large Cars,-1250,11.9004,2024-11-12 23:34:21,79480.00
39942,Buick,Envision FWD,2019,4,2.5,Front-Wheel Drive,Regular,2150,Regular Gasoline,Automatic 6-spd,Small Sport Utility Vehicle 2WD,-1250,11.9004,2024-11-12 23:34:21,40968.00
40691,Chevrolet,Sonic,2019,4,1.4,Front-Wheel Drive,Regular,1850,Regular Gasoline,Automatic (S6),Compact Cars,250,10.259,2024-11-12 23:34:21,76070.00
40858,Honda,CR-V AWD,2019,4,1.5,All-Wheel Drive,Regular,1850,Regular Gasoline,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,250,10.259,2024-11-12 23:34:21,59166.00
4086,Mitsubishi,Montero,1987,4,2.6,4-Wheel or All-Wheel Drive,Regular,3350,Regular Gasoline,Manual 5-spd,Special Purpose Vehicles,-7250,18.5944,2024-11-12 23:34:21,65182.00
411,Volkswagen,Quantum,1985,5,2.2,Front-Wheel Drive,Regular,2850,Regular Gasoline,Manual 5-spd,Compact Cars,-4750,15.6584,2024-11-12 23:34:21,78934.00
41469,Ford,Transit Connect Van FFV,2020,4,2,Front-Wheel Drive,Gasoline or E85,2150,Regular Gasoline,Automatic (S8),Special Purpose Vehicle 2WD,-1250,11.9004,2024-11-12 23:34:21,89749.00
41736,MINI,Cooper Countryman,2020,3,1.5,Front-Wheel Drive,Premium,2300,Premium Gasoline,Automatic (AM-S7),Midsize Cars,-2000,10.259,2024-11-12 23:34:21,38268.00
43169,Mercedes-Benz,GLE450 4matic,2021,6,3,4-Wheel Drive,Premium,2950,Premium Gasoline,Automatic 9-spd,Standard Sport Utility Vehicle 4WD,-5250,12.9352,2024-11-12 23:34:21,77790.00
46047,Mercedes-Benz,E450 4matic Convertible,2023,6,3,All-Wheel Drive,Premium,2800,Premium Gasoline,Automatic 9-spd,Subcompact Cars,-4500,12.3962,2024-11-12 23:34:21,47041.00
46175,Ford,F150 Pickup 4WD FFV,2023,8,5,Part-time 4-Wheel Drive,Gasoline or E85,2850,Regular Gasoline,Automatic (S10),Standard Pickup Trucks 4WD,-4750,15.6584,2024-11-12 23:34:21,78305.00
31770,Volkswagen,Passat,2012,6,3.6,Front-Wheel Drive,Premium,2950,Premium Gasoline,Automatic (S6),Midsize Cars,-5250,12.9352,2024-11-12 23:34:21,36664.00
32202,Toyota,Venza AWD,2012,4,2.7,All-Wheel Drive,Regular,2450,Regular Gasoline,Automatic (S6),Sport Utility Vehicle - 4WD,-2750,13.5232,2024-11-12 23:34:21,64485.00
32972,Chrysler,200,2013,4,2.4,Front-Wheel Drive,Regular,2350,Regular Gasoline,Automatic 6-spd,Midsize Cars,-2250,12.9352,2024-11-12 23:34:21,58282.00
3316,Subaru,Sedan/3 Door,1987,4,1.8,Front-Wheel Drive,Regular,2550,Regular Gasoline,Automatic 3-spd,Compact Cars,-3250,14.1671,2024-11-12 23:34:21,73829.00
33585,Hyundai,Equus,2014,8,5,Rear-Wheel Drive,Premium,3750,Premium Gasoline,Automatic 8-spd,Large Cars,-9250,16.5283,2024-11-12 23:34:21,66867.00
34411,Toyota,Tacoma 4WD,2014,6,4,Part-time 4-Wheel Drive,Regular,3150,Regular Gasoline,Manual 6-spd,Small Pickup Trucks 4WD,-6250,17.5006,2024-11-12 23:34:21,55179.00
34456,Hyundai,Sonata,2014,4,2.4,Front-Wheel Drive,Regular,2000,Regular Gasoline,Automatic 6-spd,Large Cars,-500,11.0189,2024-11-12 23:34:21,80440.00
2504,GMC,C25 Pickup 2WD,1986,8,6.2,Rear-Wheel Drive,Diesel,3300,Diesel,Manual 4-spd,Standard Pickup Trucks,-7000,21.0115,2024-11-12 23:34:21,65130.00
1267,Toyota,Tercel,1985,4,1.5,Front-Wheel Drive,Regular,1850,Regular Gasoline,Manual 5-spd,Subcompact Cars,250,10.259,2024-11-12 23:34:21,56257.00
46590,Alfa Romeo,Stelvio,2024,4,2,Rear-Wheel Drive,Premium,2700,Premium Gasoline,Automatic 8-spd,Small Sport Utility Vehicle 2WD,-4000,11.9004,2024-11-12 23:34:21,85084.00
46740,Buick,Enclave FWD,2024,6,3.6,Front-Wheel Drive,Regular,2550,Regular Gasoline,Automatic 9-spd,Standard Sport Utility Vehicle 2WD,-3250,14.1671,2024-11-12 23:34:21,36124.00
559,Oldsmobile,Delta 88 Royale,1985,8,5.7,Rear-Wheel Drive,Diesel,2700,Diesel,Automatic 3-spd,Large Cars,-4000,17.0093,2024-11-12 23:34:21,57089.00
9425,Dodge,B150/B250 Van 2WD,1992,8,5.9,Rear-Wheel Drive,Regular,4900,Regular Gasoline,Automatic 4-spd,Vans,-15000,27.0464,2024-11-12 23:34:21,71979.00
9587,Isuzu,Trooper,1992,6,3.2,4-Wheel or All-Wheel Drive,Regular,3600,Regular Gasoline,Automatic 4-spd,Special Purpose Vehicles,-8500,19.834,2024-11-12 23:34:21,41617.00
9915,Dodge,Shadow,1993,6,3,Front-Wheel Drive,Regular,2700,Regular Gasoline,Manual 5-spd,Compact Cars,-4000,14.8755,2024-11-12 23:34:21,85752.00
30779,Ford,Escape 4WD,2011,4,2.5,All-Wheel Drive,Regular,2450,Regular Gasoline,Automatic 6-spd,Sport Utility Vehicle - 4WD,-2750,13.5232,2024-11-12 23:34:21,42284.00
31222,Infiniti,M56x,2012,8,5.6,All-Wheel Drive,Premium,3750,Premium Gasoline,Automatic (S7),Midsize Cars,-9250,16.5283,2024-11-12 23:34:21,88406.00
31320,BMW,550i xDrive GT,2010,8,4.4,All-Wheel Drive,Premium,3750,Premium Gasoline,Automatic (S8),Large Cars,-9250,16.5283,2024-11-12 23:34:21,48753.00
31625,MINI,Cooper Roadster,2012,4,1.6,Front-Wheel Drive,Premium,2250,Premium Gasoline,Automatic (S6),Two Seaters,-1750,9.917,2024-11-12 23:34:21,78524.00
3262,Mitsubishi,Galant,1987,4,2.4,Front-Wheel Drive,Regular,2700,Regular Gasoline,Automatic 4-spd,Compact Cars,-4000,14.8755,2024-11-12 23:34:21,65961.00
32666,Nissan,370Z,2013,6,3.7,Rear-Wheel Drive,Premium,3050,Premium Gasoline,Automatic (S7),Two Seaters,-5750,13.5232,2024-11-12 23:34:21,86998.00
32671,Jaguar,XK Convertible,2013,8,5,Rear-Wheel Drive,Premium,3750,Premium Gasoline,Automatic (S6),Minicompact Cars,-9250,16.5283,2024-11-12 23:34:21,76402.00
33314,Cadillac,ATS,2013,4,2,Rear-Wheel Drive,Regular,2250,Regular Gasoline,Automatic (S6),Compact Cars,-1750,12.3962,2024-11-12 23:34:21,47591.00
36284,Kia,Forte,2016,4,1.8,Front-Wheel Drive,Regular,1850,Regular Gasoline,Manual 6-spd,Midsize Cars,250,10.259,2024-11-12 23:34:21,54799.00
36900,Rolls-Royce,Wraith,2016,12,6.6,Rear-Wheel Drive,Premium,4500,Premium Gasoline,Automatic (S8),Midsize Cars,-13000,19.834,2024-11-12 23:34:21,46936.00
37268,Nissan,Murano Hybrid FWD,2016,4,2.5,Front-Wheel Drive,Regular,1850,Regular Gasoline,Automatic (AV-S7),Midsize Station Wagons,250,10.259,2024-11-12 23:34:21,81816.00
225,Subaru,Hatchback,1985,4,1.6,Front-Wheel Drive,Regular,1850,Regular Gasoline,Manual 4-spd,Subcompact Cars,250,10.259,2024-11-12 23:34:21,40396.00
30049,Nissan,GT-R,2011,6,3.8,All-Wheel Drive,Premium,3950,Premium Gasoline,Automatic (AM6),Subcompact Cars,-10250,17.5006,2024-11-13 00:04:23,69513.00
30077,Infiniti,M37x,2011,6,3.7,All-Wheel Drive,Premium,3350,Premium Gasoline,Automatic (S7),Midsize Cars,-7250,14.8755,2024-11-13 00:04:23,68537.00
30309,Subaru,Impreza AWD,2011,4,2.5,All-Wheel Drive,Premium,3550,Premium Gasoline,Manual 6-spd,Compact Cars,-8250,15.6584,2024-11-13 00:04:23,64304.00
30665,Lexus,GS 460,2011,8,4.6,Rear-Wheel Drive,Premium,3350,Premium Gasoline,Automatic (S8),Midsize Cars,-7250,14.8755,2024-11-13 00:04:23,81032.00
3274,Peugeot,505 Sedan,1987,4,2.1,Rear-Wheel Drive,Premium,3750,Premium Gasoline,Automatic 4-spd,Compact Cars,-9250,16.5283,2024-11-13 00:04:23,40280.00
33557,Honda,Accord Plug-in Hybrid,2014,4,2,Front-Wheel Drive,Regular Gas and Electricity,1150,Regular Gasoline,Automatic (variable gear ratios),Midsize Cars,4500,4.32881,2024-11-13 00:04:23,79375.00
33844,Chevrolet,Malibu eAssist,2014,4,2.4,Front-Wheel Drive,Regular,1900,Regular Gasoline,Automatic (S6),Midsize Cars,0,10.6254,2024-11-13 00:04:23,74242.00
34366,Ford,E250 Van FFV,2014,8,4.6,Rear-Wheel Drive,Gasoline or E85,3600,Regular Gasoline,Automatic 4-spd,"Vans, Cargo Type",-8500,19.834,2024-11-13 00:04:23,71816.00
36804,Toyota,Corolla LE Eco,2016,4,1.8,Front-Wheel Drive,Regular,1650,Regular Gasoline,Automatic (variable gear ratios),Midsize Cars,1250,9.01545,2024-11-12 23:34:21,66669.00
36852,Honda,Accord,2016,4,2.4,Front-Wheel Drive,Regular,1850,Regular Gasoline,Automatic (AV-S7),Midsize Cars,250,10.259,2024-11-12 23:34:21,68738.00
2184,Pontiac,Bonneville,1986,8,5,Rear-Wheel Drive,Regular,3000,Regular Gasoline,Automatic 4-spd,Midsize Cars,-5500,16.5283,2024-11-12 23:34:21,67752.00
2206,Buick,LeSabre,1986,6,3.8,Front-Wheel Drive,Regular,2700,Regular Gasoline,Automatic 4-spd,Large Cars,-4000,14.8755,2024-11-12 23:34:21,72821.00
2376,Isuzu,Pickup 2WD,1986,4,1.9,Rear-Wheel Drive,Regular,2350,Regular Gasoline,Manual 4-spd,Small Pickup Trucks,-2250,12.9352,2024-11-12 23:34:21,39213.00
2716,Ford,E150 Club Wagon,1986,8,5,Rear-Wheel Drive,Regular,3850,Regular Gasoline,Automatic 4-spd,Vans,-9750,21.2507,2024-11-12 23:34:21,79302.00
37673,Land Rover,Discovery Sport,2017,4,2,4-Wheel Drive,Premium,3050,Premium Gasoline,Automatic (S9),Small Sport Utility Vehicle 4WD,-5750,13.5232,2024-11-12 23:34:21,57624.00
37750,BMW,M4 Convertible,2017,6,3,Rear-Wheel Drive,Premium,3550,Premium Gasoline,Automatic (AM-S7),Subcompact Cars,-8250,15.6584,2024-11-12 23:34:21,40233.00
37957,Mercedes-Benz,AMG GT S,2017,8,4,Rear-Wheel Drive,Premium,3750,Premium Gasoline,Automatic (AM7),Two Seaters,-9250,16.5283,2024-11-12 23:34:21,58578.00
38657,Jaguar,F-Type S Coupe,2018,6,3,Rear-Wheel Drive,Premium,3750,Premium Gasoline,Manual 6-spd,Two Seaters,-9250,16.5283,2024-11-12 23:34:21,65804.00
38663,Hyundai,Sonata,2018,4,2.4,Front-Wheel Drive,Regular,1900,Regular Gasoline,Automatic (S6),Large Cars,0,10.6254,2024-11-12 23:34:21,65906.00
38902,Mercedes-Benz,E400 Coupe,2018,6,3,Rear-Wheel Drive,Premium,3050,Premium Gasoline,Automatic 9-spd,Subcompact Cars,-5750,13.5232,2024-11-12 23:34:21,36341.00
39049,Dodge,Challenger GT,2018,6,3.6,All-Wheel Drive,Regular,2550,Regular Gasoline,Automatic 8-spd,Midsize Cars,-3250,14.1671,2024-11-12 23:34:21,50903.00
40022,MINI,Cooper S Clubman All4,2019,4,2,All-Wheel Drive,Premium,2800,Premium Gasoline,Manual 6-spd,Midsize Cars,-4500,12.3962,2024-11-12 23:34:21,83426.00
41728,BMW,M850i xDrive Gran Coupe,2020,8,4.4,All-Wheel Drive,Premium,3350,Premium Gasoline,Automatic (S8),Midsize Cars,-7250,14.8755,2024-11-12 23:34:21,36030.00
43126,Mazda,CX-5 2WD,2021,4,2.5,Front-Wheel Drive,Regular,2150,Regular Gasoline,Automatic (S6),Small Sport Utility Vehicle 2WD,-1250,11.9004,2024-11-12 23:34:21,64402.00
43662,BMW,i3s,2021,NULL,NULL,Rear-Wheel Drive,Electricity,650,Electricity,Automatic (A1),Subcompact Cars,6250,0.072,2024-11-12 23:34:21,69788.00
44054,Jaguar,F-Type R AWD Convertible,2022,8,5,All-Wheel Drive,Premium,3750,Premium Gasoline,Automatic (S8),Two Seaters,-9250,16.5283,2024-11-12 23:34:21,67539.00
4457,Mercedes-Benz,560SEC,1988,8,5.6,Rear-Wheel Drive,Premium,5200,Premium Gasoline,Automatic 4-spd,Compact Cars,-16500,22.8854,2024-11-12 23:34:21,88734.00
44711,Ford,Edge AWD,2022,6,2.7,All-Wheel Drive,Regular,2550,Regular Gasoline,Automatic (S8),Small Sport Utility Vehicle 4WD,-3250,14.1671,2024-11-12 23:34:21,67722.00
46502,MINI,JCW Countryman All4,2024,4,2,All-Wheel Drive,Premium,2600,Premium Gasoline,Automatic (S8),Midsize Cars,-3500,11.4427,2024-11-12 23:34:21,74669.00
47031,Porsche,718 GT4 RS,2024,6,4,Rear-Wheel Drive,Premium,4200,Premium Gasoline,Automatic (AM-S7),Two Seaters,-11500,18.5944,2024-11-12 23:34:21,72399.00
47055,Volkswagen,Jetta,2024,4,1.5,Front-Wheel Drive,Regular,1600,Regular Gasoline,Automatic (S8),Compact Cars,1500,8.75029,2024-11-12 23:34:21,65668.00
513,Plymouth,Reliant,1985,4,2.2,Front-Wheel Drive,Regular,2450,Regular Gasoline,Automatic 3-spd,Midsize Cars,-2750,13.5232,2024-11-12 23:34:21,41463.00
5620,Pontiac,Sunbird,1989,4,2,Front-Wheel Drive,Regular,2000,Regular Gasoline,Manual 5-spd,Compact Cars,-500,11.0189,2024-11-12 23:34:21,76942.00
6916,Ford,Escort Wagon,1990,4,1.9,Front-Wheel Drive,Regular,2150,Regular Gasoline,Automatic 3-spd,Small Station Wagons,-1250,11.9004,2024-11-12 23:34:21,50684.00
7243,Dodge,B350 Van 2WD,1990,8,5.2,Rear-Wheel Drive,Regular,4150,Regular Gasoline,Automatic 4-spd,Vans,-11250,22.8854,2024-11-12 23:34:21,67496.00
7847,Oldsmobile,Cutlass Calais,1991,4,2.5,Front-Wheel Drive,Regular,2450,Regular Gasoline,Automatic 3-spd,Compact Cars,-2750,13.5232,2024-11-12 23:34:21,72723.00
8884,Honda,Accord,1992,4,2.2,Front-Wheel Drive,Regular,2450,Regular Gasoline,Automatic 4-spd,Compact Cars,-2750,13.5232,2024-11-12 23:34:21,85146.00
897,GMC,K15 Pickup 4WD,1985,6,4.3,4-Wheel or All-Wheel Drive,Regular,3600,Regular Gasoline,Manual 4-spd,Standard Pickup Trucks,-8500,19.834,2024-11-12 23:34:21,66651.00
38784,Volvo,S60 AWD,2018,4,2,All-Wheel Drive,Regular,2050,Regular Gasoline,Automatic (S8),Compact Cars,-750,11.4427,2024-11-12 23:34:21,70977.00
39478,BMW,X5 xDrive35i,2018,6,3,All-Wheel Drive,Premium,3350,Premium Gasoline,Automatic (S8),Standard Sport Utility Vehicle 4WD,-7250,14.8755,2024-11-12 23:34:21,40227.00
39982,MINI,John Cooper Works Hardtop,2019,4,2,Front-Wheel Drive,Premium,2600,Premium Gasoline,Manual 6-spd,Subcompact Cars,-3500,11.4427,2024-11-12 23:34:21,35274.00
4353,Toyota,Tercel,1988,4,1.5,Front-Wheel Drive,Regular,1850,Regular Gasoline,Manual 5-spd,Subcompact Cars,250,10.259,2024-11-12 23:34:21,63011.00
440,Chevrolet,Celebrity,1985,6,2.8,Front-Wheel Drive,Regular,2700,Regular Gasoline,Automatic 4-spd,Midsize Cars,-4000,14.8755,2024-11-12 23:34:21,83512.00
30412,Cadillac,Funeral Coach / Hearse,2011,8,4.6,Front-Wheel Drive,Regular,3850,Regular Gasoline,Automatic 4-spd,Large Cars,-9750,21.2507,2024-11-12 23:34:21,38260.00
31589,Audi,A3,2012,4,2,Front-Wheel Drive,Premium,2800,Premium Gasoline,Automatic (S6),Small Station Wagons,-4500,12.3962,2024-11-12 23:34:21,65806.00
32452,Hyundai,Tucson 2WD,2013,4,2,Front-Wheel Drive,Regular,2150,Regular Gasoline,Automatic 6-spd,Small Sport Utility Vehicle 2WD,-1250,11.9004,2024-11-12 23:34:21,37427.00
32603,Kia,Optima,2013,4,2,Front-Wheel Drive,Regular,2050,Regular Gasoline,Automatic 6-spd,Midsize Cars,-750,11.4427,2024-11-12 23:34:21,70571.00
33479,BMW,Z4 sDrive28i,2014,4,2,Rear-Wheel Drive,Premium,2600,Premium Gasoline,Automatic (S8),Two Seaters,-3500,11.4427,2024-11-12 23:34:21,44592.00
33884,Infiniti,QX70 AWD,2014,6,3.7,All-Wheel Drive,Premium,3750,Premium Gasoline,Automatic (S7),Small Sport Utility Vehicle 4WD,-9250,16.5283,2024-11-12 23:34:21,50002.00
33975,Subaru,Tribeca AWD,2014,6,3.6,All-Wheel Drive,Regular,3000,Regular Gasoline,Automatic (S5),Small Sport Utility Vehicle 4WD,-5500,16.5283,2024-11-12 23:34:21,46846.00
34100,Maserati,Quattroporte GTS,2014,8,3.8,Rear-Wheel Drive,Premium,4200,Premium Gasoline,Automatic 8-spd,Large Cars,-11500,18.5944,2024-11-12 23:34:21,70634.00
34475,Dodge,Dart GT,2014,4,2.4,Front-Wheel Drive,Regular,2150,Regular Gasoline,Automatic 6-spd,Midsize Cars,-1250,11.9004,2024-11-12 23:34:21,59393.00
42428,Kia,Seltos FWD,2021,4,2,Front-Wheel Drive,Regular,1750,Regular Gasoline,Automatic (AV-S8),Small Sport Utility Vehicle 2WD,750,9.5971,2024-11-12 23:34:21,74766.00
45160,Chevrolet,Silverado 2WD,2022,8,5.3,Rear-Wheel Drive,Regular,3000,Regular Gasoline,Automatic 10-spd,Standard Pickup Trucks 2WD,-5500,16.5283,2024-11-12 23:34:21,52820.00
45335,Lamborghini,Huracan Spyder,2023,10,5.2,All-Wheel Drive,Premium,4500,Premium Gasoline,Automatic (AM-S7),Two Seaters,-13000,19.834,2024-11-12 23:34:21,40150.00
